YIL033C,YJL164C
YDR477W,YNL257C
YCL009C,YMR108W
YIL035C,YOR039W
YDL106C,YKR099W
YKL205W,YNR034W
YBR112C,YGL035C
YBR143C,YDR172W
YDR148C,YFL018C
YDR148C,YIL125W
YBR126C,YDR074W
YBR126C,YML100W
YDR074W,YMR261C
YDR074W,YML100W
YKL022C,YNL172W
YFR036W,YKL022C
YHR166C,YKL022C
YBL084C,YKL022C
YBL084C,YHR166C
YER090W,YKL211C
YJR109C,YOR303W
YBR195C,YML102W
YBR195C,YPR018W
YML102W,YPR018W
YER148W,YGR274C
YCR042C,YER148W
YDR270W,YNL259C
YER148W,YNL039W
YGR246C,YNL039W
YER148W,YGR246C
YBR010W,YLR442C
YLR442C,YNL031C
YBR009C,YLR442C
YLR442C,YNL030W
YBR010W,YDR227W
YDR227W,YNL031C
YBR009C,YDR227W
YDR227W,YNL030W
YDR227W,YLR442C
YLR442C,YNL216W
YDR224C,YLR442C
YDR227W,YNL216W
YDL042C,YDR227W
YDL077C,YDR080W
YKL190W,YLR433C
YKL190W,YML057W
YIL033C,YPL203W
YIL033C,YKL166C
YER111C,YLR182W
YER111C,YPR119W
YLR182W,YPL204W
YHR135C,YNL154C
YLR212C,YNL126W
YHR172W,YLR212C
YHR172W,YNL126W
YDR356W,YNL126W
YDR356W,YHR172W
YKL182W,YPL231W
YDR085C,YHR107C
YDL043C,YJL203W
YDL030W,YDL043C
YDL030W,YJL203W
YBR126C,YMR261C
YOR039W,YOR061W
YGL019W,YIL035C
YGL019W,YOR061W
YBR112C,YCR084C
YDR225W,YLR442C
YJL061W,YLR178C
YIL061C,YLR439W
YJR022W,YNR050C
YLR116W,YPL105C
YBL101C,YJL203W
YBR114W,YIR009W
YIR009W,YOR017W
YHR197W,YIR009W
YER112W,YJR022W
YDL030W,YDR421W
YIR009W,YKR099W
YDR195W,YER032W
YDR422C,YDR477W
YBR097W,YLR240W
YDL014W,YLL011W
YGL086W,YGL116W
YGL116W,YJL030W
YJR086W,YOR212W
YHR005C,YOR212W
YDR404C,YJL140W
YDR002W,YLR293C
YNL189W,YOR098C
YDR123C,YOL108C
YMR198W,YPR141C
YDL106C,YFR034C
YBR109C,YDR356W
YBR119W,YLR223C
YBR119W,YLR449W
YBR119W,YNL227C
YIL061C,YML016C
YDR110W,YIL061C
YAL047C,YIL061C
YCR101C,YIL061C
YFR039C,YIL061C
YGR203W,YIL061C
YIL061C,YLR017W
YIL061C,YLR213C
YIL061C,YMR009W
YIL061C,YMR044W
YIL061C,YNR016C
YIL061C,YNL199C
YHR079C,YIL061C
YBL063W,YIL061C
YFL016C,YIL061C
YHR023W,YIL061C
YER105C,YIL061C
YIL061C,YOR346W
YIL061C,YOL004W
YIL061C,YPL016W
YBR117C,YIL061C
YER172C,YIL061C
YBR112C,YIL061C
YIL061C,YPL215W
YDL013W,YIL061C
YER172C,YMR240C
YMR240C,YPL016W
YMR240C,YOR319W
YLR090W,YMR240C
YGL035C,YMR240C
YBR112C,YMR240C
YGR056W,YOR319W
YJR022W,YOR319W
YCR077C,YJR022W
YDR228C,YJR022W
YEL015W,YJR022W
YGL096W,YJR022W
YHR034C,YJR022W
YIL173W,YJR022W
YDR277C,YJR022W
YGR158C,YJR022W
YJR022W,YNR053C
YER013W,YLR116W
YLR116W,YPL016W
YJR066W,YLR116W
YJR005W,YLR116W
YDL156W,YLR116W
YIL130W,YLR116W
YLR116W,YMR065W
YLR116W,YML046W
YBR172C,YLR116W
YBR172C,YKL074C
YKL074C,YPL105C
YKL074C,YLR116W
YKL074C,YML046W
YGL035C,YKL074C
YKL074C,YPL016W
YKL074C,YLR357W
YDL043C,YPL215W
