YBR009C	YNL030W	0.5
YBR010W	YNL031C	0.5
YBR118W	YPR080W	0.5
YGR118W	YPR132W	0.5
YIL148W	YLR167W	0.49999999999999983
YKR094C	YLR167W	0.49999999999999983
YLL039C	YLR167W	0.49999999999999983
YIL148W	YKR094C	0.4999999999999998
YIL148W	YLL039C	0.4999999999999998
YKR094C	YLL039C	0.4999999999999998
YJL138C	YKR059W	0.4999999999999997
YIL076W	YPL010W	0.4805310820543583
YCR081W	YPR070W	0.4787561508259893
YLR385C	YLR399C	0.47837974189139254
YHR012W	YOR132W	0.4768187623488312
YIL008W	YOR251C	0.4768187623488312
YMR095C	YMR322C	0.4768187623488312
YGR135W	YOL038W	0.47380729888021217
YNL041C	YPR105C	0.46664237149796883
YDL007W	YDR427W	0.4620912745393194
YAL011W	YLR399C	0.4611134875025044
YHR090C	YPR023C	0.4603604266748077
YCR035C	YOR076C	0.4585915385008543
YMR054W	YOR270C	0.4571557346762202
YHR039C-A	YLR447C	0.45616240193382135
YDR235W	YKL012W	0.4554858803545186
YDL007W	YER021W	0.4544580217891328
YGR166W	YOR115C	0.4517437722809461
YAL043C	YDR195W	0.4481430106320842
YAL011W	YLR385C	0.44785701439318926
YAL043C	YLR115W	0.44763737955171934
YDR238C	YIL076W	0.44762401277095343
YKL022C	YLR127C	0.4456519323577868
YDL008W	YLR127C	0.44405331666769904
YDR118W	YLR127C	0.444053316667699
YLR127C	YOR249C	0.44405331666769887
YDR301W	YKL059C	0.4437709953738891
YDL008W	YKL022C	0.4436294102342994
YKL022C	YOR249C	0.4436294102342994
YDR118W	YKL022C	0.44362941023429936
YDR238C	YPL010W	0.4414107380939526
YLR071C	YPR070W	0.4412482655740828
YCR035C	YDL111C	0.4408640577392233
YBL093C	YDL005C	0.44026762606863357
YKR002W	YLR115W	0.44025014140255364
YFR036W	YNL172W	0.43992570968192973
YFR050C	YGR135W	0.43970313472178746
YDL008W	YOR249C	0.4391826779316185
YDR118W	YOR249C	0.43918267793161847
YDL008W	YDR118W	0.4391826779316184
YBL084C	YFR036W	0.439044577728283
YDR195W	YLR115W	0.43878441891009734
YJR093C	YNL317W	0.4384483047588407
YER094C	YFR050C	0.4377790917879624
YDR246W	YOR115C	0.43772985662303654
YCL045C	YGL231C	0.43750000000000006
YCL045C	YKL207W	0.43750000000000006
YDL097C	YKL145W	0.4374124861822625
YBR159W	YLR372W	0.4372548923969781
YBL084C	YNL172W	0.43713940961749836
YHR166C	YKL022C	0.43516942393460356
YDR118W	YHR166C	0.4348918608845586
YDL008W	YHR166C	0.43489186088455856
YHR166C	YOR249C	0.43489186088455856
YAL043C	YKR002W	0.43441483785194457
YNL002C	YPL093W	0.4339893765780199
YJR093C	YKR002W	0.4339829126541188
YFR036W	YGL240W	0.4338818925387862
YHR166C	YLR127C	0.4336885312884575
YDR359C	YHR090C	0.433331433933494
YGL240W	YNL172W	0.43271185789051625
YGR156W	YLR277C	0.4326097747192979
YKL059C	YLR115W	0.432207934687836
YBL084C	YGL240W	0.43205702562799947
YFR036W	YLR127C	0.43056642836571646
YFR036W	YKL022C	0.43053190850475104
YLR115W	YNL317W	0.43027396435272663
YFR031C-A	YIL018W	0.43014943769238256
YKL022C	YNL172W	0.43010422532655856
YBL084C	YKL022C	0.4298648840551945
YDR195W	YNL317W	0.42971278820805037
YLR127C	YNL172W	0.42967490960092297
YBL084C	YLR127C	0.42917530431438194
YDR427W	YER021W	0.4286345122628628
YAL043C	YKL059C	0.42833458150445014
YNL287W	YPL010W	0.4279488483966234
YDR238C	YNL287W	0.42787833265347747
YJR093C	YLR115W	0.4278626342930846
YCR081W	YLR071C	0.4277708012317325
YKL059C	YNL317W	0.42764439454675357
YOR207C	YPR190C	0.4275549150835015
YGL240W	YKL022C	0.4274660335090072
YDR195W	YJR093C	0.427356088747839
YDR301W	YLR115W	0.42710888766428173
YDR195W	YKR002W	0.4261042243544756
